"id","target","f0","f1","f2","f3","f5","f6","f7","f9","f10","f11","f13","f14","f15","f16","f18","f19","f20","f22","f23","f24"
13792,0,1021.3,37,5.023,16.7,12.2,41,11,0,8,26.5,0,1,19,25.2,2,1018.6,1,10.7,42,46
13793,1,1009.3,24,5.0213,25.1,11.1,48,19,0,10.6,29.1,0,8,17,18.4,4,1009.6,3,21.2,47,52
13794,0,1018.9,33,5.0184,12,1.6,17,6,0,2,19.1,0,8,7,18.1,3,1015.8,7,7.1,59,96
13795,1,1025.4,25,5.0159,13.5,4.7,35,15,0,5.2,17.1,0,6,17,13.9,10,1026,5,9.6,64,65
13796,0,1023.2,7,5.0269,20.1,11.7,56,26,0,7.4,20.5,0,4,30,19,2,1022.7,5,16.7,59,62
13797,0,1008,6,5.0157,16.3,8.4,54,15,0,4.8,22.4,0,6,22,20,8,1011.9,6,14.7,38,61
13798,0,1018.6,18,5.0192,16.3,9.1,37,17,0,3.2,23.3,0,4,19,22.2,10,1016.3,1,10.7,43,68
13799,0,1013.8,4,5.0117,24.7,12.9,39,17,0,13.2,35.1,0,2,19,33.1,12,1010,1,15,37,19
13800,1,1012.1,34,5.0223,12.8,0.3,46,17,1,0.8,15.3,3.8,8,26,13.3,11,1011.3,7,9.2,65,74
13801,0,1015.5,39,5.0156,24,9.8,43,2,0,5.6,34.6,0,7,20,34,5,1011.7,2,15.6,40,68
13802,1,1005.4,20,5.0203,12.6,6,76,11,1,4,17.8,13,6,44,16,7,1009.8,8,11.5,42,87
13803,0,1021.7,3,5.0217,23.4,11.6,31,4,0,6.6,29.2,0,1,19,26.7,7,1019,1,9.6,41,28
13804,0,1018.9,28,5.028,6.8,3.8,76,33,0,3,9.6,0,7,24,6,11,1019.2,4,5.4,66,70
13805,0,1023.4,4,5.0269,15.1,11,39,19,0,7,21.6,0,0,22,21.3,11,1019.5,1,4.5,40,39
13806,0,1018.1,48,5.0014,17.1,7.3,22,7,0,4,21.8,0,4,2,20.1,6,1017.4,5,14.3,45,58
13807,0,1021.8,33,5.0299,18.1,11.8,28,11,0,4.8,29.4,0,6,9,26.4,10,1019.5,1,12.4,37,53
13808,0,1018.7,2,5.0305,17.2,7.2,41,15,0,3.2,23,0,6,19,19.8,10,1017.4,6,12,48,72
13809,0,1009,0,5.0105,28.5,11.9,26,2,0,7.4,31.8,0,3,15,30.6,7,1005.9,4,19.8,51,56
13810,0,1021.7,30,5.0232,13.9,12.8,20,0,0,4,26.3,0,0,7,24.9,8,1019.5,1,7.9,42,76
13811,0,1017.2,32,5.0009,18,13.7,43,9,0,22.4,26.2,0,2,13,24.9,6,1014.8,1,13.6,40,44
13812,0,1012.9,10,5.0195,13,11.3,37,7,0,3,20.2,0,1,11,19.9,12,1009.7,1,8.4,40,61
13813,0,1021.9,11,5.0335,23.9,13.5,39,17,0,5.8,25.8,0,0,33,24.5,6,1017.9,1,15.2,51,42
13814,0,1016.9,9,5.0073,14,6.9,35,9,0,2,21.6,0.8,7,19,20.7,8,1014.7,8,12.3,47,74
13815,0,1012.1,5,5.0293,25.6,10.8,30,11,0,5.2,31.8,0,2,19,31.1,12,1009.5,2,20.6,44,88
13816,0,1025,42,5.016,8.5,5.8,20,6,0,1.2,14.9,0,1,7,13.7,10,1018.7,1,3.8,42,87
13817,0,1022.4,1,5.0171,10.5,0.1,41,13,0,1.2,15.2,0,8,17,14.2,10,1018.1,8,7.8,56,79
13818,1,1016.9,35,5.0218,17.9,3.8,39,19,0,7.2,21.5,0,8,22,17.9,10,1017,5,16.9,66,74
13819,1,1016,21,5.0123,22.2,0,26,9,1,3.6,26.3,34.2,7,6,22.7,11,1013.6,7,19.4,47,96
13820,1,1013.6,33,5.0174,14,0,24,4,1,3,19.1,19,8,6,18,7,1010.3,7,12.7,64,92
13821,1,1009.7,33,5.0049,26.4,0.2,33,6,0,3.8,30.7,0,8,0,22.8,7,1011.3,8,21.3,65,61
13822,0,1031.4,19,5.0209,7.5,8.6,43,20,0,1.2,14.1,0,2,30,13.2,4,1028.3,8,4.3,55,100
13823,1,1022.2,31,5.0188,11.9,8.9,35,26,0,3.6,19.9,0,2,15,19.2,10,1018.7,5,7.1,50,61
13824,0,1012.2,24,5.0241,22.8,12.8,30,6,0,8,30.3,0,2,9,29,10,1011.2,1,18,37,66
13825,0,1015,27,5.0177,16.6,11,39,6,0,6.2,22.7,0.2,6,28,21.4,11,1011.7,6,10.2,51,78
13826,1,1012,42,5.0335,20,7.2,48,11,1,3.8,28.2,19.6,2,13,26.7,13,1009.2,7,14.5,53,80
13827,1,1024.2,6,5.0214,5.2,0.2,11,4,0,0.6,12.7,0.2,8,4,12.4,4,1022.7,7,1,59,100
13828,1,1017.8,48,5.0093,20.4,5.2,54,2,1,9.4,30.7,49.6,3,11,29.6,0,1014,6,17.4,48,78
13829,0,1003.9,8,5.0191,26,11.8,39,11,0,4.4,26.7,0,7,26,25.9,11,1004.2,2,21.1,59,56
13830,0,1010.1,3,5.0316,29.2,9.5,52,13,0,10,33.6,0,7,9,31.8,9,1007.5,3,24.3,45,49
13831,0,1018.7,30,5.0177,7.7,10.7,39,2,0,1.8,14.7,0.2,0,15,14.4,0,1014.5,0,-0.2,40,68
13832,0,1010.1,10,5.0194,18.6,10.5,43,22,0,5.2,25.8,0,6,17,24.8,5,1008.3,3,9.4,39,44
13833,0,1024.6,3,5.0293,12.6,9.2,37,2,1,3.8,18.3,8.8,3,17,17.6,9,1024,2,6.2,45,78
13834,0,1012.4,20,5.0195,22.1,7.5,54,31,0,7.4,24.7,0,7,30,23.9,8,1011.3,7,15.4,38,46
13835,0,1012.3,2,5.0193,18.7,10.6,48,24,0,3.8,21.2,0,4,22,17.9,6,1014.1,1,12.8,63,69
13836,0,1019.3,40,5.0119,15.5,11.1,33,0,0,4.6,28.6,0,1,17,28.2,11,1015.9,1,6.7,37,83
13837,0,1014.6,36,5.0121,15.2,7.9,50,33,0,5.2,17.5,1,7,30,17.1,9,1015.6,6,11.2,43,52
13838,0,1015.3,36,5.0194,16.9,0,39,11,1,1.4,19.6,27.8,8,28,18.8,7,1015.5,8,16.2,59,99
13839,1,1021.7,36,5.0241,16.5,8.3,70,35,0,5.4,22.4,0,5,37,20.7,11,1016.7,2,12.3,47,65
13840,0,1026.4,1,5.0186,12.8,8.2,44,17,0,4,19.1,0.2,7,24,17.8,12,1027.1,6,9.7,42,67
13841,1,1019.1,44,5.0132,8.7,9.5,44,7,0,4.2,11.6,0.4,8,24,10.1,6,1014.2,8,7.1,65,80
13842,0,1023.7,38,5.0201,8.8,10.6,39,17,0,4,16.5,0,1,22,15.4,4,1021.6,0,6.7,46,100
13843,0,1021.1,16,5.0251,13.4,7.1,30,15,1,0.4,19.4,5.9,6,17,17.8,8,1018.2,1,6.5,55,76
13844,0,1029.1,26,5.0302,17.8,10.8,39,19,0,3,21.6,0,2,24,20.3,5,1024.8,3,13.2,62,56
13845,0,1026.5,3,5.0018,10.7,9.5,33,11,1,0.6,15,9.2,3,13,14.8,10,1024.5,1,9.1,45,76
13846,0,1021.4,35,5.0112,12.3,4.7,43,19,0,3.8,15.5,0,8,30,14.1,9,1019.9,8,7,59,67
13847,0,1016.5,9,5.0151,15.6,9.6,39,17,0,7,24,0,5,7,23.2,5,1014.5,5,8.1,43,43
13848,1,1028.2,21,5.0245,13.6,9.2,19,4,0,3.2,21.8,0,2,7,19.9,0,1025.1,3,10.1,53,87
13849,0,1012.3,2,5.0256,20.2,11.6,35,11,0,7.8,24.7,0,3,17,22.2,12,1009.8,0,13,61,66
13850,0,1020.2,0,5.0127,25.5,11.6,39,20,1,4.6,28.4,2.2,1,20,26.9,4,1016.9,3,18.3,37,58
13851,0,1016.2,23,5.0124,11.5,1,33,4,1,0.2,17.3,18.2,6,19,16,11,1013.4,8,6,59,94
13852,0,1030.9,29,5.0286,17.9,3.7,31,9,0,2,20.9,0.2,5,7,19.6,1,1027.7,6,14.6,66,88
13853,1,1010.3,43,5.0211,20.6,9.7,56,19,1,35.4,28.5,50,3,31,27.8,3,1004.6,4,14.9,45,79
13854,0,1024.2,6,5.021,15.4,8.9,35,9,0,6.4,22.8,0,1,19,21.6,5,1021.8,7,12.5,52,70
13855,0,1009.7,27,5.0215,19.4,7.3,30,20,0,7.4,27.4,0,8,20,25.8,11,1005.1,8,10.4,49,71
13856,0,1021.3,15,5.0258,10.9,7.7,37,13,0,1.4,17.7,0,4,22,16.8,6,1016.5,6,7.7,49,67
13857,1,1011.4,2,5.0205,13.4,0.2,63,19,1,3.8,14.9,7.4,7,20,12.3,8,1015,8,12.2,57,89
13858,0,1029.4,16,5.0224,15.9,9.4,48,30,0,4,23.8,0,0,20,23.3,1,1025.3,0,13.2,40,60
13859,0,1015.4,36,5.0149,9.8,7.7,63,35,0,2.8,16.1,0,7,43,14.7,6,1010.3,1,6,45,61
13860,0,1027.6,29,5.0205,13.8,6.5,20,0,0,2.6,17.1,0,1,7,16.9,13,1025.1,3,8.6,49,57
13861,0,1028.2,3,5.0315,18.7,10.8,33,11,0,7,28,0,0,17,27.5,10,1023.4,1,14.4,44,55
13862,0,1020,41,5.0293,27.9,8.6,52,20,0,10.2,31.3,0.8,3,33,30.3,9,1017.2,3,22.8,46,59
13863,0,1028.9,14,5.0179,8.4,5.8,30,11,0,0.2,15,0,1,7,14.2,10,1025.3,7,4.6,58,83
13864,0,1021.1,6,5.0191,14.9,10.7,41,6,0,4.8,22.1,0,6,19,21,3,1017.3,1,6,45,79
13865,0,1021,25,5.0172,16.5,9.8,26,13,0,5.2,23.8,0,4,17,22,13,1018.7,1,13.2,55,72
13866,0,1022.4,18,5.0134,19.2,12.8,43,20,0,4,31.4,0,1,19,30.3,4,1016.7,1,8.8,55,45
13867,0,1016.4,41,5.0208,30.2,11,35,11,0,9.4,32.7,0,4,28,31.4,8,1013.3,4,23.8,43,59
13868,0,1023,21,5.0235,15.2,10.6,17,7,0,3.8,22.3,0,1,9,21.5,12,1019.2,0,8.1,42,46
13869,1,1022.3,10,5.0216,20,7.4,33,9,1,14.2,24.1,4.8,5,15,23,1,1020.5,7,16.4,62,79
13870,0,1022.8,7,5.0159,17.5,11.6,37,17,0,5.4,20.3,0,2,24,18.7,8,1020.6,2,14.3,55,71
13871,0,1016.7,3,5.0025,24.9,11.1,28,9,0,7.2,31.3,0,2,15,28.4,6,1013.6,1,19.7,56,68
13872,0,1022.7,40,5.0046,16.9,8.9,33,4,0,8,30.4,0,2,17,29.1,5,1017.2,2,10.7,41,79
13873,0,1021.1,22,5.0218,16.6,9.7,28,17,0,4,23.7,0,3,17,22,7,1018.5,1,12.6,40,43
13874,0,1026.6,1,5.0125,9.9,12.3,20,13,0,0.6,16.4,0.4,2,4,15.9,3,1024.4,0,6.7,55,82
13875,1,1015.9,32,5.0283,16.9,11.1,39,17,0,9,20.6,0,2,20,19.3,7,1016.4,0,15.9,44,51
13876,0,1005.6,33,5.0193,12.5,3.6,50,11,1,3.5,24.2,1.2,8,22,18.2,9,1003.4,8,12.5,53,78
13877,0,1018.5,25,5.0278,20.9,2.6,33,9,0,5.8,26.2,0,8,24,22.5,8,1013.9,3,19.2,63,83
13878,1,1015.2,7,5.0345,22.3,9.2,44,26,0,6.8,25.3,0.2,3,28,23.9,10,1014,5,19.6,65,71
13879,1,1011.1,9,5.0165,13.3,0.3,63,24,0,1.4,14.2,1,8,30,13.8,8,1009.3,8,12.6,53,87
13880,0,1020,23,5.0217,14.5,11.4,28,4,0,3.2,25.1,0.1,0,4,23.6,0,1016.3,0,11.2,56,86
13881,0,1011.2,4,5.0219,35.9,12.9,59,11,0,13.2,43,0,6,26,42.9,4,1006.7,1,25.6,46,23
13882,1,1007.5,10,5.0161,8.4,1,35,6,1,0.8,14.9,10.4,8,9,14,10,1006.6,7,10.3,65,100
13883,0,1016.4,11,5.0175,19.7,10.9,54,20,0,4,22.7,0,0,31,21.9,6,1012.3,5,14.2,43,54
13884,0,1015.9,8,5.0324,20.5,11.2,46,13,0,4.4,24.3,0,2,30,23,0,1008.1,0,12.1,38,38
13885,0,1018.5,43,5.0284,22.2,11.7,31,15,0,9.2,32.6,0,3,6,30.9,7,1014.7,1,17.4,42,56
13886,0,1012.8,3,5.0222,32.3,13.3,31,11,0,11.4,40.4,0,1,17,33.7,8,1010.4,1,17.5,54,23
13887,0,1002.6,48,5.0151,18.9,7.2,43,15,0,7.2,20,0,8,9,17.3,3,1005.2,8,18.6,52,61
13888,1,1009.8,13,5.0192,14.4,9,54,28,0,6.6,17.8,0,4,24,17,3,1007.4,6,13.2,43,33
13889,1,1010.7,35,5.0113,8,1.2,54,17,0,3.2,13.9,0,8,19,9.8,12,1008.3,6,6.1,66,70
13890,0,1018,36,5.0318,21.7,9.2,67,35,0,8.6,34.1,0,3,39,33,10,1014.6,5,16.1,46,49
13891,0,1015.5,38,5.0167,8,10.3,41,11,0,1.2,15.2,0.4,2,20,14.5,0,1014.1,8,5.1,58,99
13892,0,1026,16,5.0194,10,10.6,31,19,0,2.8,16.2,0,1,19,15.7,8,1023.4,0,3.4,47,63
13893,0,1028.7,37,5.0275,5.6,1.7,17,15,0,2,14.8,0,8,4,14.5,11,1026.3,7,3.4,57,91
13894,0,1034,17,5.0142,12.5,1.4,20,0,0,2,17.9,0,7,15,16.3,8,1031.5,6,8.3,59,67
13895,0,1025.8,43,5.028,17.1,9.2,37,20,0,5.6,24.3,0,5,11,23.6,11,1021.3,7,5.8,38,50
13896,1,1008,27,5.0062,7.7,0.1,41,19,1,0.6,12.5,1.6,7,24,11.3,9,1004.7,7,2.9,56,88
13897,1,1017.5,24,5.0247,16.4,6.6,43,15,1,0.2,22.5,5.4,5,17,21.1,9,1013.4,5,14.5,66,86
13898,1,1012.6,8,5.0236,21.9,1.8,54,24,1,4.6,23.2,3.4,8,31,22,12,1013.2,8,21.4,64,77
13899,0,1012.5,24,5.013,22.8,11.2,30,2,1,4.6,33.6,1.6,6,7,30.8,13,1010.1,2,19.5,45,86
13900,1,1014.4,25,5.0148,11.9,6.8,37,19,1,0.6,18.4,1.8,7,20,15.4,0,1013.5,1,8.5,57,69
13901,1,1014.6,27,5.026,7.5,0,20,6,0,0.4,12.7,0,8,9,10.9,4,1010.9,8,5.5,57,99
13902,1,1011.6,20,5.0224,14.5,3.6,44,11,0,4,19,0,7,26,15.4,7,1011.4,7,6.1,63,74
13903,0,1013.5,18,5.0255,17.6,10.6,48,19,0,7.4,26.1,0.4,1,20,25.2,6,1010.3,0,10.6,38,52
13904,1,1020.3,22,5.031,17.5,3.3,54,30,1,3.6,19.1,2.4,5,26,18.6,13,1018.8,6,13.9,61,75
13905,0,1017.4,27,5.0178,17.4,12.8,31,7,0,5.2,23,0,7,15,22.3,4,1018.3,2,11.2,56,85
13906,0,1014.6,43,5.0181,21.7,8.3,30,17,0,4,29.5,0,6,2,29.3,12,1010.4,3,12.5,46,56
13907,0,1023.8,4,5.0186,11.2,12.4,35,11,0,3.2,21.3,0,0,17,20.6,8,1020.2,1,4.5,37,80
13908,0,1020.2,32,5.0223,11.2,6.7,46,11,1,6,14.5,3.2,8,15,13.3,8,1020.8,3,9.7,43,67
13909,0,1020.5,17,5.0117,16.6,10.2,39,6,0,5.6,21.5,0,2,20,20.9,7,1020,0,11.7,56,69
13910,0,1019.8,13,5.0072,18.5,6.2,24,17,0,6.6,30.4,0,5,11,30.2,7,1015.9,7,10,37,39
13911,0,1026.9,14,5.0316,4.8,7.8,22,0,0,1.4,14.2,0,4,9,13.1,6,1023.7,4,3.7,59,90
13912,0,1013,42,5.0174,5.2,7.8,46,20,1,1.4,9.3,2,6,20,8.2,11,1015.4,1,2.3,45,53
13913,1,1018.7,24,5.0231,11.9,0.4,46,26,1,3.4,13.4,10.8,7,15,13.3,0,1016,8,11.5,57,95
13914,0,1015.6,5,5.0057,22.3,9.8,44,26,0,10.2,31.7,0,0,28,31.6,12,1011.7,2,20.5,37,37
13915,0,1011.5,9,5.0311,10.7,11.6,35,7,0,2,17.6,0,1,9,17,7,1009.3,0,2,37,61
13916,0,1021.8,9,5.0133,5.4,5.9,30,4,0,1.6,13.2,0,1,20,10.6,10,1018.6,8,1.2,59,97
13917,0,1029,6,5.0109,5.8,0.2,19,6,1,1.4,10.4,3.6,7,7,10.3,0,1026.1,7,4.5,53,99
13918,0,1015.5,39,5.0227,25.5,10.4,43,17,0,8,33.9,0,8,19,33.5,7,1012.3,0,16.4,38,42
13919,0,1021,4,5.0158,19.9,11.6,48,24,0,10.8,30.1,0,1,11,28.4,9,1014.8,0,5.5,42,17
13920,0,1008.2,23,5.0266,14.5,4.4,22,0,1,1.4,20.3,14.4,6,0,17.6,10,1008.1,6,13.2,64,97
13921,0,1022.7,48,5.0177,12.2,10.7,33,22,0,1.6,16.8,0,3,9,15.8,0,1018.6,1,3,43,52
13922,0,1014.5,9,5.0357,0.3,0,48,4,0,1.4,11.3,0,8,19,8.3,11,1012.6,8,-2.4,66,95
13923,0,1020.1,8,5.0152,21.3,11.1,39,19,1,5.4,25.4,1.2,5,20,24.2,12,1019.1,3,18.7,62,77
13924,0,1011.6,23,5.0073,11.5,11.4,19,4,0,1.8,18.1,0,0,0,16.2,13,1010.5,1,6.5,49,72
13925,0,1013.6,11,5.0285,21.2,8.3,35,26,0,4.6,29.3,0,7,22,24.7,8,1010.1,6,17.2,60,65
13926,0,1014.1,16,5.0128,26.8,13.2,59,15,0,10.8,38.6,0,0,15,37.3,2,1010.1,0,21.8,43,35
13927,0,1019,20,5.0224,29.6,11.6,56,33,0,13.4,36.7,0,3,7,35.8,11,1014.8,1,18.7,38,23
13928,0,1021,14,5.0214,14.3,8.4,33,17,0,5.6,21.2,0,6,15,18.9,2,1020.4,4,11.3,41,58
13929,0,1020.4,22,5.0234,14.2,10,39,30,0,6,17.9,0,2,15,16.8,8,1018.9,1,9.1,40,48
13930,0,1010.6,32,5.0176,13.4,6.4,48,17,1,3.4,16.5,1.4,5,22,15.9,7,1013.4,8,10.3,55,76
13931,0,1012.4,9,5.029,16.4,0,43,17,1,4,20.7,2.6,8,20,20.3,3,1011.4,8,15.2,57,84
13932,1,1020.4,48,5.0176,20.7,8.7,46,22,0,9,26.9,0,1,17,24.8,5,1017.7,1,17.2,57,47
13933,0,1014.7,12,5.0149,21.6,4.4,41,22,0,4.8,29.1,0,6,31,25.3,9,1011,8,19.6,66,66
13934,0,1004.9,4,5.0237,32.9,12.6,50,11,0,14.8,39.9,0,4,24,38.7,4,1002.4,4,22.9,38,21
13935,0,1023.4,8,5.0127,15.6,3.2,24,9,1,2.6,18.9,1.8,8,11,17.8,11,1021.6,8,12.5,65,84
13936,0,1015.2,29,5.019,21.1,10.8,37,11,0,8.4,24.7,0,2,26,21.8,4,1009.5,4,14.1,66,48
13937,1,1020.7,11,5.0177,21,9.4,44,22,1,5.4,25.7,12.4,5,13,23.2,6,1017.2,5,19.9,66,99
13938,1,1026.4,28,5.0196,-5.5,3.7,46,19,1,1.8,-3.1,8.6,8,20,-3.7,8,1028.2,3,-7.1,65,90
13939,1,1007.3,46,5.021,29.4,6.8,50,13,0,11.4,33.6,0,7,19,30.9,0,1006.3,8,24.4,40,26
13940,0,1025.3,23,5.0107,14.4,5.1,28,0,0,4.6,19.8,0,6,19,17.9,11,1022.2,6,11.4,56,69
13941,1,1016.6,22,5.0142,25.3,7.3,63,11,0,7,34.9,0,7,17,31.6,5,1011.9,1,21.5,42,66
13942,1,1002.9,47,5.0115,22.2,0,31,7,0,8,26.5,0.2,8,17,18.6,5,1003.1,8,15.1,66,57
13943,0,1024.4,48,5.0211,6.3,10.3,15,0,0,0.6,17.7,0,1,6,17.4,7,1018.9,1,2.4,46,98
13944,0,1018.2,33,5.0311,8.7,9.7,31,6,1,5,17.1,33.4,2,17,15.6,7,1016.3,2,2.7,51,72
13945,0,1016.9,9,5.0194,11.2,8.7,46,4,0,1.2,14.9,0.2,8,22,13.6,2,1012.4,1,0.3,57,89
13946,1,1016.6,45,5.024,14.2,0,46,11,0,1.2,16.8,0,8,19,16.1,9,1013.4,8,10.4,62,68
13947,0,1024.4,34,5.0147,18.4,10.7,31,17,0,7,26.2,0.2,1,15,25.4,0,1020.3,3,8.5,38,57
13948,0,1013.2,32,5.0128,17.3,2,33,13,1,3.6,19.3,29,7,7,18.6,11,1014.8,7,16.8,58,85
13949,0,1027.4,27,5.0169,12.3,5.6,31,20,0,2.8,16.3,0,6,11,14.4,6,1026.2,3,5.8,63,79
13950,1,998.6,0,5.0132,27.2,1.1,24,0,1,5.2,30.8,13.2,7,11,29.5,6,995.2,7,24.7,64,87
13951,1,1009.7,26,5.0293,15,0,26,6,0,4.6,18,0.2,8,2,17,3,1007.9,8,12.3,66,83
13952,1,1016.1,12,5.017,21.3,3,37,15,0,6.6,25.5,0,7,24,22.3,9,1016.2,7,17.1,66,74
13953,0,1031.5,32,5.0262,12.1,7.6,19,4,0,1.2,17.7,0,6,11,17.1,6,1029.6,7,6.5,61,75
13954,0,1012.1,40,5.006,20.3,9.9,43,0,0,5,31.6,0,7,4,29.1,7,1009.3,5,16,39,79
13955,0,1020.3,24,5.0194,18.7,10.9,35,9,0,4.2,28.4,0,1,9,27.5,6,1017.6,1,12.9,52,74
13956,0,1017.8,16,5.0141,15,5.4,50,13,0,26.4,22.5,0,7,17,21.8,11,1015.4,7,14.2,41,48
13957,1,1017.5,1,5.0181,18.8,10.7,50,11,0,11.4,33.2,0,1,24,32.7,8,1011.2,0,12.9,37,38
13958,1,1017,34,5.0317,10.1,1.9,69,24,0,1,14.6,0.2,8,28,9.8,11,1014.9,7,7.5,65,86
13959,0,1023,26,5.0245,19.6,10.9,30,7,0,6.2,22.8,0,0,28,21.7,1,1017.4,1,13.3,60,71
13960,0,1009.2,8,5.0339,19,5.4,65,24,0,7,21.6,0,6,13,19.5,6,1008,3,18.9,63,87
13961,1,1016.6,2,5.0136,10.9,9,39,11,1,1.4,14.3,3,4,11,13,3,1017.5,7,8.8,65,83
13962,0,1004.4,10,5.0213,11.5,5.8,63,17,0,6.4,20.5,0,8,37,12.2,2,1003.2,7,6.6,60,71
13963,1,1001,35,5.0064,13.8,2.2,37,15,1,0.6,18.6,1.6,7,13,16.5,5,1000,8,13.3,64,99
13964,0,1011.7,0,5.0202,30.7,13.3,35,13,0,22.1,33,0,1,24,31.9,6,1010,6,24,50,45
13965,0,1022.1,10,5.0308,11.5,7.6,17,7,0,2.1,15.2,0,3,6,14.5,8,1020.1,7,8.9,63,100
13966,0,1022.7,13,5.0155,14.2,11.8,41,19,0,7.6,28.1,0,1,13,26.9,7,1019.7,4,9.9,38,69
13967,0,1026.6,18,5.0105,20.4,13,39,19,0,5.8,28.9,0,1,17,27.7,0,1022.9,2,10.6,57,56
13968,1,1006.8,12,5.0059,23.6,3.3,48,24,0,6,27.6,0,7,31,25.8,1,1006.1,8,21.6,66,73
13969,0,1027.4,16,5.0211,12.6,9.2,31,17,0,4.6,19.6,0,2,19,18.6,0,1024,2,3.8,48,79
13970,0,1019.8,26,5.0244,12,8.4,31,7,0,0.8,18.1,0,1,19,16.7,10,1017.5,3,7.6,58,63
13971,0,1022.3,15,5.0268,6.8,8.2,35,9,0,2.4,14.7,0,5,20,13.2,6,1020.9,5,4.3,39,82
13972,0,1018.5,9,5.0145,17.5,12.2,39,2,0,9.6,31.4,0,2,20,31,3,1015.7,0,11.8,37,73
13973,0,1011.1,35,5.0054,15.7,5.4,26,9,1,1.4,20.3,12.6,8,17,18.1,10,1011.2,8,14,59,99
13974,0,1023.1,6,5.0201,10.9,7.6,50,17,0,3.4,14.6,0,3,28,13.8,8,1021.2,1,8.1,59,75
13975,0,1023.4,3,5.0083,22,13.1,35,17,0,11.8,32.5,0,0,15,31.3,8,1019.8,0,16.8,46,48
13976,0,1008.9,17,5.0224,10.7,3,96,22,0,1.8,18.4,0,8,24,17.8,5,1001.7,7,7.1,52,56
13977,0,1016.3,5,5.0219,23,4.5,39,9,0,6.8,32.2,0,7,17,30.8,8,1012,7,18.7,55,68
13978,0,1021.8,12,5.0247,13.6,9,26,2,0,1,19.2,0,7,15,18.8,9,1018.5,3,5.8,61,81
13979,0,1017.9,18,5.0124,11.4,12.5,28,15,0,2,19.8,0,1,13,19.4,9,1017.5,0,3.7,38,47
13980,0,1009.1,26,5.0111,19.9,6,80,33,0,7.8,21.1,0,8,33,18.7,5,1008.9,7,18.3,65,68
13981,0,1027.8,17,5.0179,16.7,7,48,4,0,4.6,21.1,0,1,15,20.1,13,1026.2,1,11.7,57,69
13982,1,998.6,28,5.0129,7.9,1.4,56,19,1,2.4,10,1.6,8,20,7.7,0,996.7,7,6.6,62,98
13983,1,1010.1,6,5.0113,15.2,6.8,39,19,1,2.4,17.8,2.6,7,19,16,8,1011.7,2,12.7,61,77
13984,0,1010,0,5.0154,28.9,10.7,39,19,0,6.1,32,0.2,4,24,30.8,0,1007.2,4,23.6,55,65
13985,0,1017.4,14,5.016,18.7,10.8,41,13,0,7.4,25.9,0,3,17,25.1,13,1018.1,6,15.9,48,72
13986,0,1015.1,34,5.0213,24.4,9.6,43,19,0,7.2,38.3,0,6,26,36.9,10,1012.2,7,12.5,47,35
13987,0,1026.4,8,5.0157,14.9,5.9,31,22,1,0.6,18.9,9.2,4,11,18,9,1023.9,3,14.2,63,98
13988,0,1022.3,35,5.0147,15.4,8.1,26,13,0,3.2,24.8,0,2,9,24.4,10,1020,3,14.7,52,90
13989,0,1031.8,14,5.0164,12.6,2.7,33,7,0,2.6,16.5,0,7,20,15.5,4,1028.5,7,10.6,47,59
13990,1,1007.8,31,5.0123,21.6,5.3,61,6,0,7.4,23.5,0,7,22,16.7,3,1007.9,2,15.7,65,63
13991,0,1006.6,28,5.0248,11.9,0,43,15,1,1.6,11.9,4.2,7,28,9.5,11,1009.7,8,15.1,47,98
13992,1,1017.4,28,5.0235,6.5,0.8,69,31,0,2,7.7,0,8,30,6.1,8,1015.6,7,3.1,65,100
13993,0,1009.1,3,5.0245,26.3,11.3,37,19,0,12.2,34.4,0,3,13,33.7,10,1005.2,1,21.8,41,57
13994,1,1015.2,47,5.0291,9.2,10.1,57,17,1,1.8,14.7,16.6,4,37,13.1,7,1016,3,1,65,77
13995,0,1025,14,5.0182,13.7,9,41,9,0,4,20.4,0,2,19,19.3,6,1021.5,6,8.7,37,60
13996,0,1021.3,13,5.0182,13.2,11.1,46,24,0,4.4,22.7,0,2,19,21.3,2,1019.5,3,11.7,43,81
13997,1,1012.3,7,5.0264,21.1,9.3,44,19,0,3.8,22.3,0.2,4,15,19.4,7,1010.2,3,17.9,65,67
13998,0,1009.2,5,5.0339,30.9,11.8,35,11,0,5.6,34,0.4,1,26,33.1,11,1005.1,2,26.5,52,69
13999,0,1026.1,22,5.0124,12.7,10.8,24,17,0,2.6,18.1,0,1,15,17.2,6,1022.8,1,8.6,55,65
14000,0,1016.4,14,5.0098,10.6,7.7,59,30,0,1,16,0.6,7,37,14.4,5,1018.4,4,8.4,48,81
14001,1,1001.9,9,5.0332,11.8,0,67,20,1,0.8,14.3,9.6,7,30,12.8,10,997,8,1.9,65,87
14002,0,1014.4,4,5.0218,18.2,9.4,31,9,0,6.2,27.9,0,2,11,25.4,2,1012.4,5,11.3,44,32
14003,1,1009.9,34,5.0177,17.4,8.4,56,15,1,4,23.2,1.6,7,31,21,5,1007.8,7,11.6,53,82
14004,0,1022.4,12,5.012,21.6,10.2,31,20,0,4.2,23.7,0.2,2,19,22.8,7,1019.6,2,16.4,55,59
14005,0,1009.8,20,5.0155,27.3,6.1,52,31,0,12.4,36.7,0,8,28,32.4,11,1006.2,6,22.3,39,26
14006,0,1016.6,40,5.0186,8.7,0.4,33,0,1,9,18.7,7.8,8,9,18.2,7,1015.5,7,2.5,44,99
